user_id,group,revenue,clicked,converted,retained_7d,complained,segment,device,country
srm_failure_control_00745,control,8.43,1,0,0,0,returning_user,ios,GB
srm_failure_treatment_00595,treatment,9.67,0,0,1,0,high_value,android,DE
srm_failure_treatment_02036,treatment,10.17,0,0,0,0,high_value,ios,GB
srm_failure_treatment_02796,treatment,9.02,0,0,0,0,new_user,web,CA
srm_failure_treatment_01891,treatment,11.95,0,0,1,0,returning_user,android,US
srm_failure_treatment_01759,treatment,12.73,0,1,0,0,new_user,web,DE
srm_failure_treatment_02067,treatment,11.08,0,0,0,0,returning_user,android,US
srm_failure_control_00319,control,13.14,1,1,0,0,returning_user,web,DE
srm_failure_control_00877,control,7.63,0,0,0,0,new_user,android,DE
srm_failure_treatment_02660,treatment,11.94,1,0,1,0,high_value,web,US
srm_failure_control_00629,control,8.82,0,0,1,0,new_user,web,US
srm_failure_control_01164,control,9.33,0,0,0,0,returning_user,ios,GB
srm_failure_treatment_02009,treatment,10.58,1,1,0,0,returning_user,ios,US
srm_failure_treatment_00445,treatment,11.18,0,0,1,0,new_user,ios,GB
srm_failure_treatment_00056,treatment,13.82,0,0,0,0,new_user,ios,US
srm_failure_treatment_02595,treatment,9.4,1,0,0,0,returning_user,android,US
srm_failure_treatment_01503,treatment,12.06,0,0,1,0,high_value,android,CA
srm_failure_control_00275,control,10.32,0,0,0,0,returning_user,ios,CA
srm_failure_treatment_00439,treatment,11.02,1,0,1,0,high_value,android,DE
srm_failure_treatment_00597,treatment,11.3,0,0,0,0,returning_user,android,GB
srm_failure_treatment_00992,treatment,11.02,1,0,0,0,returning_user,android,US
srm_failure_treatment_00385,treatment,10.41,0,0,0,0,high_value,web,DE
srm_failure_treatment_02144,treatment,11.95,1,0,1,0,returning_user,android,DE
srm_failure_treatment_01407,treatment,12.63,0,0,0,0,returning_user,android,GB
srm_failure_treatment_00487,treatment,9.8,0,0,0,0,returning_user,android,DE
srm_failure_treatment_00124,treatment,9.11,0,0,0,0,returning_user,web,DE
srm_failure_treatment_02713,treatment,8.87,0,0,0,0,returning_user,web,CA
srm_failure_control_01019,control,10.16,0,0,0,0,high_value,ios,CA
srm_failure_treatment_01675,treatment,10.92,0,0,0,0,returning_user,ios,DE
srm_failure_treatment_01183,treatment,9.92,0,0,1,0,returning_user,web,US
srm_failure_treatment_00382,treatment,9.55,0,0,0,0,returning_user,android,CA
srm_failure_treatment_01035,treatment,9.64,0,0,1,0,high_value,android,US
srm_failure_control_00915,control,10.98,0,0,1,0,new_user,web,US
srm_failure_treatment_02634,treatment,11.11,1,0,1,0,new_user,ios,DE
srm_failure_treatment_01917,treatment,9.08,0,0,0,0,new_user,web,GB
srm_failure_control_00365,control,9.63,0,0,0,0,returning_user,ios,US
srm_failure_treatment_00748,treatment,10.01,0,0,1,0,returning_user,android,GB
srm_failure_control_00254,control,10.57,0,0,0,0,returning_user,web,DE
srm_failure_treatment_00683,treatment,11.88,0,0,0,0,high_value,web,CA
srm_failure_control_00087,control,9.22,0,0,1,0,returning_user,android,DE
srm_failure_treatment_00740,treatment,10.91,0,0,0,0,new_user,web,US
srm_failure_treatment_00598,treatment,13.39,0,0,1,0,returning_user,ios,DE
srm_failure_treatment_01572,treatment,9.73,0,0,0,0,high_value,web,US
srm_failure_treatment_00110,treatment,11.58,1,0,0,0,returning_user,ios,US
srm_failure_control_00140,control,10.89,1,0,0,0,new_user,ios,GB
srm_failure_treatment_00005,treatment,12.11,1,0,0,0,new_user,web,DE
srm_failure_control_01091,control,11.96,0,0,0,0,returning_user,android,GB
srm_failure_control_00164,control,9.88,0,0,0,0,returning_user,android,CA
srm_failure_treatment_00107,treatment,10.98,0,0,1,0,returning_user,web,US
srm_failure_treatment_02117,treatment,12.69,1,0,0,0,returning_user,web,GB
srm_failure_control_00248,control,10.68,1,0,0,0,returning_user,ios,GB
srm_failure_control_00582,control,10.09,0,0,1,0,high_value,ios,CA
srm_failure_treatment_01234,treatment,7.55,0,0,0,0,new_user,android,GB
srm_failure_treatment_02020,treatment,9.65,0,0,0,0,high_value,ios,GB
srm_failure_treatment_01408,treatment,8.69,1,0,0,0,new_user,web,GB
srm_failure_treatment_01808,treatment,8.93,0,0,1,0,returning_user,android,GB
srm_failure_treatment_02560,treatment,10.04,0,0,0,0,returning_user,ios,GB
srm_failure_treatment_02574,treatment,14.2,1,0,0,0,high_value,android,DE
srm_failure_treatment_00088,treatment,10.83,0,0,1,0,new_user,android,US
srm_failure_treatment_00046,treatment,10.9,0,0,0,0,new_user,ios,DE
srm_failure_treatment_01199,treatment,11.63,0,0,0,0,returning_user,ios,CA
srm_failure_treatment_00080,treatment,12.78,1,0,0,0,high_value,ios,US
srm_failure_control_00430,control,10.58,1,0,0,0,returning_user,ios,US
srm_failure_treatment_01404,treatment,11.62,1,0,0,0,returning_user,android,GB
srm_failure_treatment_01406,treatment,10.42,1,0,1,0,new_user,android,DE
srm_failure_treatment_02099,treatment,11.35,0,0,1,0,high_value,android,CA
srm_failure_treatment_01418,treatment,9.02,0,0,1,0,returning_user,ios,DE
srm_failure_treatment_00207,treatment,10.79,0,0,0,0,new_user,ios,CA
srm_failure_treatment_00820,treatment,9.81,0,0,0,0,new_user,web,DE
srm_failure_treatment_01816,treatment,11.93,0,0,1,1,returning_user,android,CA
srm_failure_control_00457,control,12.68,0,0,1,0,returning_user,web,CA
srm_failure_treatment_01029,treatment,10.57,0,0,0,0,new_user,web,CA
srm_failure_treatment_01197,treatment,11.12,1,0,1,0,new_user,web,GB
srm_failure_control_00058,control,9.4,0,0,1,0,high_value,ios,DE
srm_failure_treatment_00901,treatment,11.18,0,0,1,0,returning_user,web,GB
srm_failure_control_01046,control,9.01,0,1,1,0,high_value,web,GB
srm_failure_treatment_01358,treatment,12.75,0,0,1,0,new_user,web,CA
srm_failure_treatment_00890,treatment,12.0,1,0,0,0,high_value,android,DE
srm_failure_treatment_02091,treatment,12.27,1,0,1,0,high_value,web,DE
srm_failure_treatment_00501,treatment,10.35,0,0,1,0,returning_user,web,US
srm_failure_treatment_01091,treatment,10.3,0,0,0,0,high_value,android,GB
srm_failure_treatment_01966,treatment,10.22,0,0,1,0,new_user,web,CA
srm_failure_treatment_01464,treatment,10.83,0,0,1,0,high_value,android,GB
srm_failure_control_00502,control,10.99,0,1,0,0,new_user,web,CA
srm_failure_treatment_01338,treatment,11.01,1,0,1,0,returning_user,ios,US
srm_failure_treatment_01390,treatment,10.0,0,1,1,0,returning_user,ios,CA
srm_failure_treatment_02680,treatment,10.34,1,0,0,0,high_value,web,GB
srm_failure_treatment_02596,treatment,10.53,0,0,1,0,high_value,ios,DE
srm_failure_treatment_00515,treatment,10.34,0,0,1,0,new_user,android,CA
srm_failure_treatment_02134,treatment,11.33,0,0,1,0,new_user,android,US
srm_failure_treatment_00538,treatment,9.38,0,0,0,0,returning_user,android,CA
srm_failure_treatment_01735,treatment,10.16,0,1,1,0,returning_user,android,CA
srm_failure_treatment_02671,treatment,11.03,1,0,1,0,new_user,ios,GB
srm_failure_treatment_02339,treatment,10.85,1,0,0,0,returning_user,android,CA
srm_failure_treatment_00874,treatment,10.01,0,0,1,0,new_user,ios,DE
srm_failure_treatment_01830,treatment,10.97,0,0,1,0,returning_user,android,GB
srm_failure_treatment_01258,treatment,9.04,0,0,0,0,returning_user,android,GB
srm_failure_treatment_00645,treatment,9.0,0,1,0,0,returning_user,ios,DE
srm_failure_treatment_01974,treatment,10.92,0,0,0,0,new_user,ios,DE
srm_failure_treatment_01395,treatment,9.96,0,0,1,0,returning_user,web,DE
srm_failure_treatment_00871,treatment,11.99,0,1,1,0,returning_user,web,GB
srm_failure_treatment_00868,treatment,12.51,0,0,0,0,returning_user,ios,GB
srm_failure_treatment_01382,treatment,11.25,0,1,1,0,new_user,ios,US
srm_failure_treatment_01307,treatment,9.96,0,0,0,0,new_user,ios,GB
srm_failure_treatment_00190,treatment,10.27,0,0,1,0,high_value,ios,US
srm_failure_treatment_02016,treatment,11.55,0,0,1,0,high_value,ios,DE
srm_failure_treatment_01253,treatment,12.1,0,0,0,0,new_user,ios,DE
srm_failure_treatment_00427,treatment,11.03,0,0,1,0,new_user,web,GB
srm_failure_control_00409,control,10.14,0,1,1,0,returning_user,ios,GB
srm_failure_control_00922,control,9.14,0,0,0,0,returning_user,ios,GB
srm_failure_control_00122,control,11.29,0,1,1,0,returning_user,web,GB
srm_failure_treatment_00958,treatment,10.8,0,1,1,0,returning_user,android,CA
srm_failure_control_00972,control,10.19,0,0,1,0,new_user,android,GB
srm_failure_treatment_00391,treatment,10.01,0,0,0,0,new_user,ios,GB
srm_failure_treatment_00394,treatment,11.33,0,0,0,0,new_user,android,GB
srm_failure_treatment_02645,treatment,11.19,0,0,1,0,new_user,android,US
srm_failure_treatment_02601,treatment,9.21,0,0,0,0,high_value,ios,CA
srm_failure_treatment_01465,treatment,11.99,0,0,1,0,high_value,web,DE
srm_failure_treatment_01981,treatment,12.22,0,0,0,0,new_user,web,CA
srm_failure_control_00494,control,9.19,0,0,0,0,new_user,ios,US
srm_failure_treatment_00843,treatment,9.61,0,0,1,0,new_user,android,CA
srm_failure_treatment_02747,treatment,10.38,1,0,1,0,high_value,ios,CA
srm_failure_control_00834,control,11.16,0,0,1,0,returning_user,web,DE
srm_failure_treatment_00243,treatment,11.46,0,0,1,0,returning_user,ios,GB
srm_failure_treatment_00552,treatment,12.21,0,0,0,0,new_user,ios,DE
srm_failure_treatment_01373,treatment,11.2,0,0,0,0,high_value,ios,CA
srm_failure_treatment_01282,treatment,8.81,0,0,1,0,returning_user,web,US
srm_failure_treatment_02204,treatment,13.75,1,0,1,0,returning_user,ios,CA
srm_failure_treatment_00333,treatment,13.13,0,0,0,0,new_user,ios,GB
srm_failure_control_01145,control,10.15,0,0,1,0,new_user,android,CA
srm_failure_control_00501,control,12.76,0,0,1,0,high_value,web,GB
srm_failure_treatment_01191,treatment,8.39,1,1,0,0,returning_user,android,GB
srm_failure_treatment_01866,treatment,11.58,0,0,0,0,high_value,web,DE
srm_failure_control_00864,control,9.38,0,0,0,0,high_value,web,GB
srm_failure_control_01137,control,10.08,0,0,0,0,new_user,android,GB
srm_failure_treatment_01786,treatment,11.05,1,0,1,0,new_user,android,US
srm_failure_control_00962,control,9.0,0,0,1,0,returning_user,ios,CA
srm_failure_treatment_00001,treatment,11.47,1,0,0,0,new_user,ios,CA
srm_failure_treatment_00588,treatment,10.31,0,0,1,0,returning_user,ios,CA
srm_failure_treatment_01769,treatment,11.87,0,1,0,0,returning_user,ios,GB
srm_failure_control_00170,control,9.34,0,1,0,0,returning_user,android,US
srm_failure_treatment_02386,treatment,10.0,0,0,0,0,returning_user,ios,US
srm_failure_treatment_01457,treatment,11.27,0,0,0,0,returning_user,ios,DE
srm_failure_treatment_02252,treatment,11.37,0,1,1,0,new_user,ios,CA
srm_failure_control_00454,control,7.93,1,0,0,0,high_value,ios,DE
srm_failure_treatment_01990,treatment,9.68,0,0,1,0,high_value,ios,DE
srm_failure_control_00468,control,12.34,0,0,0,0,high_value,ios,DE
srm_failure_treatment_00507,treatment,10.11,0,0,1,0,new_user,ios,US
srm_failure_treatment_01429,treatment,8.61,0,0,0,0,returning_user,ios,DE
srm_failure_treatment_00492,treatment,9.38,1,1,0,0,new_user,web,CA
srm_failure_control_00148,control,11.61,0,0,1,0,high_value,web,GB
srm_failure_treatment_02361,treatment,11.15,0,0,0,0,returning_user,android,CA
srm_failure_control_00930,control,9.57,0,0,0,0,new_user,ios,CA
srm_failure_control_00276,control,11.02,0,0,1,0,new_user,web,CA
srm_failure_treatment_01128,treatment,9.01,0,0,0,0,returning_user,ios,CA
srm_failure_treatment_00506,treatment,10.2,0,0,0,0,returning_user,ios,DE
srm_failure_treatment_02011,treatment,9.47,0,0,1,0,new_user,web,DE
srm_failure_treatment_01332,treatment,7.95,1,0,1,0,returning_user,ios,CA
srm_failure_treatment_00471,treatment,10.31,0,0,1,0,high_value,android,DE
srm_failure_treatment_02672,treatment,10.71,0,0,1,0,new_user,web,DE
srm_failure_control_00983,control,10.55,0,0,0,0,new_user,web,US
srm_failure_treatment_01194,treatment,8.07,1,0,0,0,returning_user,ios,CA
srm_failure_control_00102,control,10.25,0,0,0,0,new_user,web,CA
srm_failure_treatment_02225,treatment,10.16,0,0,0,0,new_user,web,GB
srm_failure_control_01128,control,10.54,0,0,1,0,returning_user,ios,CA
srm_failure_control_00214,control,10.3,1,0,0,0,returning_user,web,DE
srm_failure_treatment_00037,treatment,10.3,0,0,1,0,new_user,web,CA
srm_failure_treatment_00582,treatment,12.73,0,0,1,0,new_user,ios,DE
srm_failure_treatment_01337,treatment,9.57,0,1,1,0,new_user,web,CA
srm_failure_control_00912,control,10.91,0,0,1,0,high_value,android,DE
srm_failure_treatment_00830,treatment,9.92,0,0,0,0,new_user,web,GB
srm_failure_treatment_01902,treatment,10.31,0,0,0,0,new_user,android,GB
srm_failure_treatment_01628,treatment,8.57,1,0,0,0,new_user,android,CA
srm_failure_treatment_02273,treatment,9.67,0,0,0,0,high_value,android,GB
srm_failure_control_01063,control,8.5,1,0,0,0,returning_user,web,CA
srm_failure_treatment_00599,treatment,12.17,1,1,0,0,new_user,android,GB
srm_failure_treatment_01094,treatment,10.58,1,0,1,0,returning_user,ios,CA
srm_failure_treatment_01352,treatment,13.2,0,0,0,0,returning_user,android,CA
srm_failure_control_00344,control,8.42,0,0,0,0,returning_user,android,US
srm_failure_treatment_01865,treatment,11.17,0,0,0,0,high_value,ios,GB
srm_failure_treatment_00181,treatment,10.57,0,0,1,0,returning_user,android,DE
srm_failure_control_01102,control,11.64,0,1,1,0,new_user,ios,GB
srm_failure_treatment_02187,treatment,10.37,0,0,0,0,new_user,android,CA
srm_failure_treatment_00128,treatment,8.95,0,0,1,0,returning_user,android,US
srm_failure_treatment_02491,treatment,10.8,0,0,0,0,new_user,android,DE
srm_failure_treatment_00240,treatment,11.86,0,0,0,0,returning_user,android,DE
srm_failure_control_00139,control,10.63,0,0,0,0,high_value,web,CA
srm_failure_treatment_01123,treatment,10.12,0,0,1,0,returning_user,web,GB
srm_failure_control_00030,control,9.25,0,0,1,0,new_user,android,DE
srm_failure_treatment_00909,treatment,8.7,0,0,0,0,returning_user,android,CA
srm_failure_treatment_01536,treatment,12.22,0,0,0,0,new_user,web,US
srm_failure_treatment_02536,treatment,9.73,1,0,1,0,returning_user,ios,US
srm_failure_treatment_02628,treatment,10.41,0,0,1,0,high_value,android,US
srm_failure_treatment_01956,treatment,9.56,1,1,1,0,new_user,ios,US
srm_failure_treatment_01581,treatment,11.73,0,0,1,0,new_user,web,US
srm_failure_treatment_02705,treatment,9.97,1,0,0,0,returning_user,web,CA
srm_failure_treatment_01773,treatment,10.16,0,0,0,0,new_user,android,DE
srm_failure_treatment_01945,treatment,8.57,0,0,0,0,returning_user,web,DE
srm_failure_control_00150,control,9.84,0,0,0,0,new_user,android,US
srm_failure_treatment_01906,treatment,12.71,1,0,0,0,returning_user,web,US
srm_failure_control_00799,control,10.89,1,0,1,0,returning_user,ios,US
srm_failure_treatment_00081,treatment,10.53,0,0,1,0,new_user,ios,CA
srm_failure_treatment_01097,treatment,10.51,0,1,0,0,returning_user,web,DE
srm_failure_treatment_00097,treatment,11.99,0,0,1,0,returning_user,web,CA
srm_failure_treatment_00621,treatment,10.56,0,0,0,0,returning_user,web,US
srm_failure_treatment_01076,treatment,10.68,0,0,0,0,returning_user,web,GB
srm_failure_control_00557,control,10.94,0,0,0,0,returning_user,web,DE
srm_failure_control_00749,control,10.39,0,0,1,0,new_user,ios,CA
srm_failure_treatment_00585,treatment,9.94,1,0,1,0,new_user,ios,CA
srm_failure_treatment_00558,treatment,13.78,0,0,0,0,new_user,android,GB
srm_failure_treatment_01425,treatment,12.17,1,0,1,0,new_user,ios,US
srm_failure_control_00753,control,11.19,0,0,0,0,new_user,android,US
srm_failure_treatment_01227,treatment,12.0,0,0,0,0,new_user,android,GB
srm_failure_control_00532,control,8.64,0,0,0,0,new_user,android,DE
srm_failure_treatment_00126,treatment,10.13,1,1,0,0,new_user,ios,DE
srm_failure_treatment_01701,treatment,10.73,0,0,1,0,returning_user,ios,CA
srm_failure_control_00493,control,11.25,0,0,1,0,returning_user,web,GB
srm_failure_treatment_00171,treatment,8.27,1,0,0,0,returning_user,web,DE
srm_failure_treatment_01835,treatment,9.84,0,0,1,0,returning_user,web,GB
srm_failure_control_00987,control,10.44,1,0,0,0,new_user,android,CA
srm_failure_treatment_00941,treatment,9.61,0,0,0,0,returning_user,web,CA
srm_failure_treatment_02623,treatment,10.06,0,0,0,0,returning_user,android,CA
srm_failure_control_00336,control,11.7,0,0,0,1,high_value,ios,CA
srm_failure_control_00176,control,9.32,1,0,1,0,returning_user,android,DE
srm_failure_control_00720,control,10.54,0,0,0,0,returning_user,android,CA
srm_failure_treatment_01400,treatment,11.37,0,0,0,0,returning_user,web,GB
srm_failure_control_00094,control,10.1,1,1,1,0,new_user,android,GB
srm_failure_control_00156,control,10.26,0,0,0,0,returning_user,ios,US
srm_failure_treatment_00075,treatment,11.16,0,0,1,0,new_user,ios,US
srm_failure_treatment_01240,treatment,11.09,1,0,0,0,returning_user,android,DE
srm_failure_treatment_00670,treatment,12.15,0,0,0,0,returning_user,ios,CA
srm_failure_control_00966,control,8.62,0,0,1,0,returning_user,web,US
srm_failure_treatment_01321,treatment,11.29,1,0,0,0,new_user,android,GB
srm_failure_control_00056,control,9.34,0,0,1,0,returning_user,web,DE
srm_failure_treatment_02555,treatment,11.85,1,1,0,0,new_user,android,DE
srm_failure_treatment_00686,treatment,10.4,0,0,0,0,returning_user,android,DE
srm_failure_treatment_02481,treatment,9.5,0,0,0,0,new_user,web,US
srm_failure_treatment_01345,treatment,10.88,1,0,1,0,new_user,android,DE
srm_failure_control_00347,control,8.98,0,0,0,0,returning_user,web,CA
srm_failure_treatment_02189,treatment,8.54,0,0,0,0,returning_user,web,CA
srm_failure_treatment_00543,treatment,11.02,1,0,0,0,new_user,ios,US
srm_failure_treatment_01575,treatment,10.42,0,0,1,0,returning_user,android,GB
srm_failure_treatment_00967,treatment,10.7,0,0,0,0,new_user,ios,US
srm_failure_control_00887,control,10.39,0,1,0,0,new_user,ios,DE
srm_failure_treatment_00764,treatment,9.74,0,1,0,0,new_user,android,GB
srm_failure_treatment_02516,treatment,12.25,0,0,0,0,returning_user,android,DE
srm_failure_treatment_01325,treatment,11.47,1,0,1,0,high_value,ios,DE
srm_failure_treatment_01892,treatment,10.81,0,0,0,0,returning_user,ios,CA
srm_failure_treatment_00968,treatment,10.93,0,0,0,0,returning_user,android,US
srm_failure_control_00674,control,9.04,0,1,0,0,high_value,web,CA
srm_failure_treatment_01154,treatment,10.56,0,0,0,0,new_user,android,DE
srm_failure_control_00893,control,9.68,0,0,0,0,new_user,android,CA
srm_failure_treatment_02007,treatment,10.14,0,0,1,0,returning_user,android,DE
srm_failure_treatment_00720,treatment,10.54,0,0,1,0,returning_user,ios,US
srm_failure_treatment_01060,treatment,11.18,0,0,1,0,returning_user,web,CA
srm_failure_control_00270,control,10.06,0,1,0,0,high_value,web,CA
srm_failure_control_00157,control,10.61,0,0,0,0,new_user,android,CA
srm_failure_treatment_00695,treatment,10.9,0,0,0,0,new_user,ios,CA
srm_failure_treatment_00429,treatment,8.07,0,0,0,0,new_user,android,US
srm_failure_treatment_01120,treatment,9.9,1,0,0,1,new_user,ios,DE
srm_failure_treatment_01863,treatment,10.52,0,0,1,0,high_value,android,CA
srm_failure_treatment_01944,treatment,11.16,0,1,1,0,high_value,web,US
srm_failure_treatment_00137,treatment,11.84,0,0,1,0,high_value,ios,DE
srm_failure_control_00751,control,11.04,0,0,0,0,new_user,web,CA
srm_failure_control_00054,control,6.99,1,0,1,0,high_value,ios,US
srm_failure_treatment_01026,treatment,11.06,1,0,0,0,new_user,ios,DE
srm_failure_control_00421,control,9.08,0,0,1,0,returning_user,android,DE
srm_failure_treatment_00496,treatment,10.28,0,0,1,0,high_value,web,CA
srm_failure_treatment_02206,treatment,10.57,1,0,0,0,new_user,ios,DE
srm_failure_treatment_01107,treatment,10.34,0,0,0,0,high_value,web,GB
srm_failure_control_00034,control,9.84,0,0,0,0,new_user,web,GB
srm_failure_treatment_02015,treatment,12.3,0,0,1,0,high_value,web,DE
srm_failure_treatment_01534,treatment,10.91,0,0,1,0,new_user,ios,CA
srm_failure_treatment_00180,treatment,10.59,0,1,0,0,returning_user,android,GB
srm_failure_treatment_00985,treatment,10.89,0,0,0,0,high_value,web,DE
srm_failure_control_00372,control,8.78,0,0,0,0,returning_user,ios,US
srm_failure_control_01095,control,9.92,0,1,0,0,returning_user,android,GB
srm_failure_treatment_02034,treatment,11.4,0,0,1,0,high_value,android,DE
srm_failure_treatment_01369,treatment,8.8,1,0,1,0,returning_user,android,US
srm_failure_treatment_01119,treatment,13.14,1,0,1,0,returning_user,web,CA
srm_failure_treatment_02037,treatment,9.62,1,0,1,0,returning_user,ios,CA
srm_failure_control_00708,control,11.19,1,0,0,0,high_value,ios,US
srm_failure_control_00545,control,9.21,0,0,1,0,returning_user,android,GB
srm_failure_control_01105,control,9.87,0,0,0,0,new_user,android,US
srm_failure_control_00784,control,10.85,0,0,0,0,new_user,ios,DE
srm_failure_treatment_00101,treatment,8.91,0,0,1,0,high_value,ios,GB
srm_failure_treatment_02657,treatment,10.91,0,0,1,0,high_value,web,DE
srm_failure_control_00495,control,12.67,1,0,1,0,returning_user,android,DE
srm_failure_control_00698,control,9.95,1,0,1,0,returning_user,ios,DE
srm_failure_treatment_00908,treatment,9.74,0,0,1,0,new_user,android,CA
srm_failure_control_00919,control,10.19,0,0,1,0,new_user,android,GB
srm_failure_treatment_02602,treatment,9.23,1,0,0,0,new_user,android,GB
srm_failure_treatment_01290,treatment,11.01,0,0,1,0,returning_user,web,GB
srm_failure_control_00660,control,12.05,0,0,0,0,returning_user,ios,US
srm_failure_control_01183,control,8.08,1,0,0,0,new_user,web,CA
srm_failure_treatment_00596,treatment,12.37,0,0,1,0,new_user,ios,GB
srm_failure_treatment_01334,treatment,11.32,1,0,0,0,returning_user,web,US
srm_failure_treatment_01656,treatment,11.82,0,1,0,0,new_user,web,GB
srm_failure_treatment_01883,treatment,9.59,0,0,0,0,returning_user,web,DE
srm_failure_treatment_01673,treatment,11.64,0,0,1,0,high_value,android,GB
srm_failure_treatment_01247,treatment,9.56,1,0,0,0,high_value,ios,GB
srm_failure_control_01114,control,8.15,0,0,1,0,new_user,ios,GB
